Id,Name,Host id,Host_identity_verified,Host name,Neighbourhood group,Neighbourhood,Lat,Long,Country,Country code,Instant_bookable,Cancellation_policy,Room type,Construction year,Price,Service fee,Minimum nights,Number of reviews
2520713,2BR Sunlight & Secret Garden Apartment,64387656977,UNCONFIRMED,Sam,Brooklyn,Crown Heights,40.67838,-73.95549,United States,US,0,moderate,Entire home/apt,2006.0,392,$78 ,4.0,18.0
2521266,New york Multi-unit building,11609383313,VERIFIED,Justin,Manhattan,Financial District,40.70582,-74.00888,United States,US,1,strict,Entire home/apt,2016.0,138,$28 ,3.0,1.0
2521818,Private Bed & Bath in a townhouse:Charm-Calm-Cozy-,56119586473,UNCONFIRMED,Martine,Bronx,Port Morris,40.80011,-73.9133,United States,US,0,strict,Private room,2009.0,788,$158 ,21.0,19.0
2522370,Charming Brwnstn Duplex sleeps 5,49756694239,UNCONFIRMED,Molly,Brooklyn,Park Slope,40.6747,-73.97947,United States,US,0,flexible,Entire home/apt,2005.0,122,$24 ,3.0,17.0
2522923,West Village/SoHo Prvt Rm,1069096439,UNCONFIRMED,Abby,Manhattan,SoHo,40.72822,-74.00429,United States,US,0,moderate,Private room,2018.0,377,$75 ,3.0,51.0
2523475,small room in bedstuy P,31151758437,VERIFIED,Randy,Brooklyn,Bedford-Stuyvesant,40.68411,-73.95169,United States,US,1,moderate,Private room,2004.0,231,$46 ,1.0,162.0
2524027,Huge Loft In South Williamsburg,89863720022,VERIFIED,Moses,Brooklyn,Williamsburg,40.71202,-73.96602,United States,US,0,flexible,Entire home/apt,2017.0,567,$113 ,2.0,195.0
2524579,Private Huge 2br Williamsburg Artist Apartment!,33153400410,VERIFIED,Rebecca,Brooklyn,Williamsburg,40.71471,-73.94045,United States,US,0,flexible,Entire home/apt,2017.0,143,$29 ,1.0,87.0
2525132,New York City Historical Brownstone Ground Floor,41628324061,UNCONFIRMED,Naima,Manhattan,Harlem,40.82124,-73.94973,United States,US,1,flexible,Entire home/apt,2012.0,299,$60 ,2.0,271.0
2525684,Gorgeous apartment by Grand Central,89633395101,VERIFIED,Tilia,Manhattan,Murray Hill,40.74776,-73.97335,United States,US,1,flexible,Entire home/apt,2014.0,96,$19 ,4.0,7.0
2526236,"Private, quiet Antique room on first floor duplex",46104620611,UNCONFIRMED,Irene,Brooklyn,Sunset Park,40.66405,-73.9923,United States,US,0,flexible,Private room,2007.0,1105,$221 ,2.0,4.0
2526789,Best location in Brooklyn!,23533465691,UNCONFIRMED,Lisa,Brooklyn,Park Slope,40.67171,-73.98079,United States,US,1,strict,Private room,2003.0,812,$162 ,7.0,58.0
2527341,Garden Rowhouse Duplex-2 bd/3 bth,74343240639,UNCONFIRMED,Omar,Manhattan,East Harlem,40.80108,-73.94346,United States,US,1,flexible,Entire home/apt,2012.0,418,$84 ,4.0,60.0
2527893,"Rare large modern garden studio, comfy; location!",11763482838,UNCONFIRMED,Jason,Manhattan,Upper East Side,40.77006,-73.95441,United States,US,1,strict,Entire home/apt,2019.0,359,$72 ,2.0,114.0
2528446,Private room in 2 bedroom apartment,36796662453,VERIFIED,Tov,Brooklyn,Williamsburg,40.7057,-73.93836,United States,US,0,flexible,Private room,2018.0,663,$133 ,2.0,31.0
2528998,Private fits 3 ppl. Prospect Park,44023170547,UNCONFIRMED,Natasha,Brooklyn,Prospect-Lefferts Gardens,40.65936,-73.95139,United States,US,0,moderate,Private room,2003.0,153,$31 ,5.0,84.0
2529550,Huge Room with View in Bushwick!,96680450301,UNCONFIRMED,Jordan,Brooklyn,Bushwick,40.70121,-73.91883,United States,US,1,strict,Private room,2016.0,731,$146 ,5.0,21.0
2530102,Designer Space For Families:  2 Bed | 2 Bath,13566324663,UNCONFIRMED,Kiki,Manhattan,Lower East Side,40.71804,-73.99147,United States,US,0,moderate,Entire home/apt,2014.0,100,$20 ,1.0,200.0
2530655,Bright Studio Apt on Prospect Park,88246201229,VERIFIED,Jon,Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.96107,United States,US,1,flexible,Entire home/apt,2011.0,1020,$204 ,7.0,19.0
2531207,"Garden Apartment, Ft. Greene",10343893831,UNCONFIRMED,Lee,Brooklyn,Fort Greene,40.69197,-73.97218,United States,US,1,moderate,Entire home/apt,2003.0,1096,$219 ,4.0,12.0
2531759,"AMAZING, HUGE NEW YORK LOFT!",79474011647,UNCONFIRMED,Habib,Brooklyn,Clinton Hill,40.68639,-73.9624,United States,US,0,flexible,Entire home/apt,2016.0,1195,$239 ,3.0,38.0
2532312,Relax at our duplex + backyard,232577737,VERIFIED,Romi,Brooklyn,Bedford-Stuyvesant,40.6882,-73.94645,United States,US,1,flexible,Entire home/apt,2012.0,883,$177 ,5.0,3.0
2532864,Beautiful Lower East Side Penthouse,71173691659,UNCONFIRMED,Jonathan,Manhattan,Greenwich Village,40.73051,-73.99518,United States,US,1,moderate,Entire home/apt,2003.0,617,$123 ,2.0,17.0
2533416,Art Dealer's One of a Kind Williamsburg Aptartment,72642366465,UNCONFIRMED,Angelo,Brooklyn,Williamsburg,40.71,-73.9523,United States,US,1,strict,Entire home/apt,2005.0,151,$30 ,4.0,10.0
2533969,Elegant modern 1-bedroom in Bed-Stuy,39006705069,VERIFIED,Jenn,Brooklyn,Bedford-Stuyvesant,40.69336,-73.94678,United States,US,0,moderate,Entire home/apt,2005.0,916,$183 ,6.0,10.0
2534521,BedStuy with a View,75027157365,VERIFIED,Cat,Brooklyn,Bedford-Stuyvesant,40.69289,-73.94356,United States,US,1,strict,Private room,2010.0,988,$198 ,3.0,52.0
2535073,McSimon's | Queen Room | 10 mins from JFK,52982818743,UNCONFIRMED,Cynthia And Froebel,Brooklyn,Canarsie,40.63591,-73.90941,United States,US,1,flexible,Private room,2005.0,748,$150 ,3.0,1.0
2535625,HUGE 2BR+1BA Apt For Group Only 15 Min To NYCity,75352363653,UNCONFIRMED,Jullien,Brooklyn,Bedford-Stuyvesant,40.68084,-73.92804,United States,US,1,flexible,Entire home/apt,2020.0,1085,$217 ,3.0,134.0
2536178,"modern, convenient safe Midwood, Brooklyn",15527101807,VERIFIED,Charlotte & Aaron,Brooklyn,Midwood,40.62666,-73.96094,United States,US,1,flexible,Private room,2014.0,422,$84 ,3.0,46.0
2536730,Private Room in Brooklyn Brownstone,35905603571,UNCONFIRMED,Ivey,Brooklyn,Bedford-Stuyvesant,40.68329,-73.95111,United States,US,1,flexible,Private room,2010.0,132,$26 ,3.0,2.0
2537282,Simply brooklyn. Bedroom with office off L train.,92375903619,UNCONFIRMED,Amanda,Brooklyn,Williamsburg,40.71041,-73.93847,United States,US,0,flexible,Private room,2007.0,1086,$217 ,2.0,2.0
2537835,CHELSEA BROWNSTONE 1BRM GARDEN APT,19396110221,VERIFIED,Tabita,Manhattan,Chelsea,40.74461,-74.00172,United States,US,0,strict,Entire home/apt,2008.0,716,$143 ,5.0,50.0
2538387,Huge 1 Bedroom Loft at Habitat 101!,79846664151,VERIFIED,Vida,Brooklyn,Greenpoint,40.72686,-73.94177,United States,US,0,strict,Entire home/apt,2013.0,219,$44 ,30.0,7.0
2538939,Stuyvesant Heights Townhouse,77472864030,VERIFIED,Tee,Brooklyn,Bedford-Stuyvesant,40.69399,-73.93135,United States,US,1,strict,Entire home/apt,2021.0,934,$187 ,3.0,86.0
2539492,Sunny 1-Bedroom Apartment: Astoria,57348939753,VERIFIED,Milena,Queens,Astoria,40.76387,-73.92593,United States,US,1,strict,Entire home/apt,2013.0,132,$26 ,4.0,3.0
2540044,NYC apartment! Bright and spacious!,19605993698,UNCONFIRMED,Victoria,Manhattan,Washington Heights,40.85652,-73.92975,United States,US,1,moderate,Entire home/apt,2022.0,80,$16 ,7.0,14.0
2540596,Perfect Temporary Brooklyn Home,25210546676,VERIFIED,Andrea,Brooklyn,Crown Heights,40.66751,-73.95867,United States,US,1,strict,Entire home/apt,2021.0,932,$186 ,2.0,121.0
2541148,Comfy Couch in a nice and safe apt!!,43102441551,VERIFIED,Ari,Manhattan,East Harlem,40.79004,-73.94846,United States,US,0,flexible,Shared room,2007.0,1090,$218 ,1.0,136.0
2541701,A Lovely 2br in Chelsea,75889787967,VERIFIED,Nikhil,Manhattan,West Village,40.73988,-74.0036,United States,US,1,moderate,Entire home/apt,2020.0,729,$146 ,2.0,68.0
2542253,Boutique Williamsburg Duplex Apartment,2961339521,UNCONFIRMED,Will And Jo,Brooklyn,Williamsburg,40.70919,-73.95012,United States,US,0,moderate,Entire home/apt,2012.0,457,$91 ,30.0,13.0
2542805,2bd in heart of Soho/Little Italy!,75737740964,UNCONFIRMED,Manuel,Manhattan,SoHo,40.71908,-73.99976,United States,US,1,strict,Entire home/apt,2003.0,883,$177 ,1.0,2.0
2543358,Charming Central Park Studio: Summer Park Strolls!,66652032715,VERIFIED,Mari,Manhattan,Upper West Side,40.78357,-73.97268,United States,US,0,strict,Entire home/apt,2004.0,473,$95 ,7.0,76.0
2543910,Sunny Spacious Dwelling,86598700022,VERIFIED,Kris,Brooklyn,Flatbush,40.63863,-73.95729,United States,US,0,moderate,Entire home/apt,2003.0,941,$188 ,7.0,22.0
2544462,Great  studio with 2 rooms and kitchen,15372849559,UNCONFIRMED,Alex,Brooklyn,Sheepshead Bay,40.58426,-73.95949,United States,US,0,flexible,Entire home/apt,2018.0,150,$30 ,3.0,66.0
2545015,Cozy,65431795937,UNCONFIRMED,Leonice,Brooklyn,Prospect Heights,40.68249,-73.97139,United States,US,1,strict,Private room,2006.0,184,$37 ,1.0,73.0
2545567,"EV, Hippest East Village",85025258030,UNCONFIRMED,Stephanie,Manhattan,East Village,40.72307,-73.97911,United States,US,1,strict,Private room,2019.0,629,$126 ,28.0,23.0
2546119,New Listing!  Terrific Price.,61114651321,VERIFIED,Valerie,Brooklyn,Greenpoint,40.71938,-73.95136,United States,US,1,moderate,Private room,2009.0,213,$43 ,2.0,11.0
2546671,nice room in bedstuy L,84122277827,VERIFIED,Randy,Brooklyn,Bedford-Stuyvesant,40.6839,-73.95042,United States,US,0,flexible,Private room,2005.0,931,$186 ,1.0,126.0
2547224,"Sunny, pretty Park Slope 3+ bed apt",60306829935,UNCONFIRMED,Brennan,Brooklyn,South Slope,40.66448,-73.98695,United States,US,1,strict,Entire home/apt,2015.0,78,$16 ,2.0,229.0
2547776,One Bedroom in Astoria NY,66563297025,UNCONFIRMED,Malik,Queens,Ditmars Steinway,40.77448,-73.90907,United States,US,1,moderate,Entire home/apt,2003.0,732,$146 ,2.0,2.0
2548328,(1) CLEAN HOME AWAY FROM HOME!,54607931735,UNCONFIRMED,Terri,Queens,Flushing,40.75431,-73.83131,United States,US,0,strict,Private room,2019.0,348,$70 ,1.0,116.0
2548881,Beautiful Studio in Heart of Harlem,92856684797,UNCONFIRMED,Brinton,Manhattan,Harlem,40.8033,-73.95008,United States,US,0,moderate,Entire home/apt,2016.0,1018,$204 ,31.0,177.0
2549433,Nexus of the Universe!,29700338900,VERIFIED,Tommy,Manhattan,Lower East Side,40.72317,-73.9929,United States,US,1,flexible,Entire home/apt,2014.0,190,$38 ,3.0,105.0
2549985,Single family home 2 bedrooms  2 bathrooms,40787149799,UNCONFIRMED,Jessica,Queens,Long Island City,40.75676,-73.93463,United States,US,0,strict,Entire home/apt,2019.0,735,$147 ,3.0,184.0
2550538,East Village New Luxury Bldg - 1BR,86220471354,UNCONFIRMED,Anna,Manhattan,East Village,40.7282,-73.98067,United States,US,0,strict,Entire home/apt,2011.0,496,$99 ,2.0,31.0
2551090,Gorgeous & Spacious Full 1 BR Apt,84752895004,UNCONFIRMED,Alisha,Brooklyn,Bedford-Stuyvesant,40.68864,-73.9213,United States,US,0,flexible,Entire home/apt,2018.0,915,$183 ,2.0,36.0
2551642,Quiet Large 1BR Near Columbia,19998353475,UNCONFIRMED,Kevin,Manhattan,Morningside Heights,40.8061,-73.9662,United States,US,1,flexible,Entire home/apt,2007.0,216,$43 ,5.0,9.0
2552194,Entire Modern Studio Apartment/Prime Location,67853986595,VERIFIED,Karen,Manhattan,Upper West Side,40.78981,-73.97518,United States,US,0,flexible,Entire home/apt,2014.0,1109,$222 ,30.0,27.0
2552747,Airy Designer Loft in Williamsburg,28814302888,VERIFIED,Andrew And Stine,Brooklyn,Williamsburg,40.7133,-73.94602,United States,US,0,strict,Entire home/apt,2007.0,579,$116 ,1.0,124.0
2553299,Cozy Room in Best Downtown NYC Location,66391693424,UNCONFIRMED,Madeleine,Manhattan,Nolita,40.72411,-73.99372,United States,US,0,flexible,Private room,2003.0,1167,$233 ,4.0,131.0
2553851,Studio in South Williamsburg,52043858252,UNCONFIRMED,Bertte,Brooklyn,Williamsburg,40.71171,-73.96101,United States,US,1,moderate,Entire home/apt,2011.0,1093,$219 ,30.0,50.0
2554404,"NYC LARGE 3 BR West Side Manhattan, New York City",58558591860,VERIFIED,Matthew,Manhattan,Upper West Side,40.78024,-73.97942,United States,US,0,moderate,Entire home/apt,2008.0,854,$171 ,4.0,17.0
2554956,Ditmas Park Carriage House Loft,93242376957,VERIFIED,Jed,Brooklyn,Flatbush,40.64361,-73.96821,United States,US,0,flexible,Entire home/apt,2015.0,669,$134 ,2.0,95.0
2555508,SPECIAL OFFER* 1BDR IN EAST VILLAGE,88237855905,VERIFIED,Shervin,Manhattan,East Village,40.72915,-73.98565,United States,US,1,strict,Entire home/apt,2007.0,204,$41 ,2.0,29.0
2556061,"NEW YORK,  Queens    ""  WELCOME  "" ",61041483144,UNCONFIRMED,Jorge,Queens,Woodside,40.74409,-73.89864,United States,US,1,strict,Private room,2004.0,562,$112 ,2.0,25.0
2556613,Private room - Heart of East Village,68796736265,VERIFIED,Alexandre,Manhattan,East Village,40.72853,-73.98619,United States,US,0,moderate,Private room,2017.0,933,$187 ,1.0,212.0
2557165,COZY STUDIO,10219733142,VERIFIED,Drica 2017,Manhattan,Upper West Side,40.78808,-73.9754,United States,US,0,moderate,Entire home/apt,2019.0,128,$26 ,1.0,15.0
2557717,Entire Floor of Brooklyn Brownstone,91789128139,VERIFIED,Julie,Brooklyn,Bushwick,40.68585,-73.90686,United States,US,0,strict,Private room,2017.0,411,$82 ,2.0,12.0
2558270,Private room in Harlem gem with fab New Yorkers!,31158359722,UNCONFIRMED,Steph,Manhattan,Harlem,40.80355,-73.95227,United States,US,0,strict,Private room,2022.0,650,$130 ,2.0,30.0
2558822,"Huge, Sunny Greenpoint Flat",49387769784,VERIFIED,Eric,Brooklyn,Greenpoint,40.72887,-73.95163,United States,US,0,strict,Private room,2010.0,655,$131 ,30.0,5.0
2559374,Nice private room in Astoria,90916402704,UNCONFIRMED,Beatrix,Queens,Long Island City,40.75909,-73.93217,United States,US,1,moderate,Private room,2017.0,1178,$236 ,1.0,165.0
2559927,★★★★★- Lux Astoria |❤of NYC| Near subway/Manhattan,61096634635,VERIFIED,Ryan,Queens,Ditmars Steinway,40.77787,-73.91472,United States,US,0,strict,Entire home/apt,2009.0,333,$67 ,2.0,260.0
2560479,1-bedroom APT SoHo / NoLITa,39395926856,VERIFIED,Stephan,Manhattan,NoHo,40.72545,-73.99492,United States,US,0,flexible,Entire home/apt,2019.0,96,$19 ,7.0,2.0
2561031,Modern Design in Sunny Duplex,22169658060,VERIFIED,Am,Brooklyn,Crown Heights,40.68034,-73.9615,United States,US,1,moderate,Entire home/apt,2019.0,171,$34 ,3.0,9.0
2561584,West Village 2 br 850 sf - right by the Hudson!,51511718049,VERIFIED,Raj,Manhattan,West Village,40.73078,-74.0104,United States,US,0,moderate,Entire home/apt,2021.0,214,$43 ,4.0,9.0
2562136,Private room and bathroom,97884387460,VERIFIED,William,Manhattan,East Harlem,40.79255,-73.93842,United States,US,1,moderate,Private room,2011.0,697,$139 ,2.0,59.0
2562688,"Safe upscale room, Flatbush, Brooklyn, near subway",14499971799,UNCONFIRMED,Charlotte & Aaron,Brooklyn,Midwood,40.62733,-73.96102,United States,US,0,moderate,Private room,2015.0,352,$70 ,4.0,38.0
2563240,Private Room With Patio In Queens,68822426076,UNCONFIRMED,Macit,Queens,Maspeth,40.73732,-73.90168,United States,US,0,moderate,Private room,2012.0,384,$77 ,20.0,33.0
2563793,Private Bedroom in QUEENS,67482425395,VERIFIED,Macit,Queens,Maspeth,40.74033,-73.89921,United States,US,0,moderate,Private room,2019.0,456,$91 ,28.0,14.0
2564345,SALE- SUNNY MASTER BEDROOM NEAR MANHATTAN,82017263488,VERIFIED,C S,Brooklyn,Flatbush,40.64919,-73.96143,United States,US,1,moderate,Private room,2013.0,344,$69 ,2.0,68.0
2564897,Beautiful Brownstone in West Harlem,68404165248,VERIFIED,Wendy,Manhattan,Harlem,40.82453,-73.94923,United States,US,1,strict,Entire home/apt,2007.0,1035,$207 ,1.0,123.0
2565450,Luxury Gramercy Lg 1Bd w Balcony,21763949980,UNCONFIRMED,Erin,Manhattan,Gramercy,40.73494,-73.98751,United States,US,1,strict,Entire home/apt,2003.0,259,$52 ,365.0,0.0
2566002,Large 2 BR Loft Downtown NY,5890479674,VERIFIED,Ernesto,Manhattan,Chinatown,40.71702,-73.99566,United States,US,1,strict,Entire home/apt,2013.0,1036,$207 ,5.0,31.0
2566554,Hip Apartment in Williamsburg,47866613149,UNCONFIRMED,Kate,Brooklyn,Williamsburg,40.70951,-73.96262,United States,US,1,flexible,Entire home/apt,2010.0,605,$121 ,1.0,1.0
2567107,Private: The Brass Room,61291785183,VERIFIED,Thomas,Manhattan,Upper East Side,40.76142,-73.96086,United States,US,1,strict,Private room,2018.0,804,$161 ,7.0,19.0
2567659,Sunlit apartment in Williamsburg,37580672577,VERIFIED,Jae,Brooklyn,Williamsburg,40.71188,-73.95155,United States,US,0,strict,Entire home/apt,2018.0,1097,$219 ,2.0,198.0
2568211,Designer Home in Village Center,49929382569,VERIFIED,Stephen,Manhattan,Greenwich Village,40.73158,-73.99254,United States,US,0,flexible,Entire home/apt,2013.0,463,$93 ,7.0,19.0
2568763,Gorgeous charming Manhattan 1bdrm Alexa Smart Home,392885695,VERIFIED,Stephen,Manhattan,Washington Heights,40.83399,-73.94474,United States,US,1,flexible,Entire home/apt,2010.0,541,$108 ,7.0,27.0
2569316,"Close to the city, Astoria",57019126317,UNCONFIRMED,Rosemary,Queens,Astoria,40.76792,-73.92228,United States,US,0,strict,Private room,2019.0,571,$114 ,4.0,68.0
2569868,Staten Island Apartment - 2nd floor,44946595856,VERIFIED,Mary,Staten Island,Port Richmond,40.62947,-74.13378,United States,US,1,moderate,Entire home/apt,2007.0,759,$152 ,30.0,1.0
2570420,Room in heart of the West Village!,15806921531,UNCONFIRMED,Wes,Manhattan,West Village,40.73254,-74.00467,United States,US,1,strict,Private room,2011.0,437,$87 ,2.0,48.0
2570973,SUNNY STUDIO MIDTOWN EAST W/DOORMAN,35907276367,UNCONFIRMED,Maria,Manhattan,Midtown,40.7529,-73.97094,United States,US,1,flexible,Entire home/apt,2016.0,59,$12 ,5.0,116.0
2571525,1Br apt + backyard -east village,32891822132,UNCONFIRMED,Tanya,Manhattan,East Village,40.72694,-73.98304,United States,US,1,moderate,Entire home/apt,2010.0,439,$88 ,5.0,10.0
2572077,"Jupiter Suites, Rm #4 w/Bthrm-(JFK)",29883468811,UNCONFIRMED,Enyinne,Queens,St. Albans,40.69015,-73.77472,United States,US,1,strict,Private room,2012.0,1142,$228 ,1.0,8.0
2572630,"Cozy, QUIET Dream Home in SEAPORT",24557374381,UNCONFIRMED,Chandler,Manhattan,Financial District,40.70939,-74.00121,United States,US,0,flexible,Entire home/apt,2011.0,353,$71 ,2.0,285.0
2573182,Private room with stunning view,72413563915,VERIFIED,Bernardo & Andressa,Brooklyn,Williamsburg,40.72149,-73.96174,United States,US,1,flexible,Private room,2020.0,512,$102 ,3.0,142.0
2573734,Spacious and modern Chelsea loft,50439525413,VERIFIED,Jon,Manhattan,Chelsea,40.74611,-73.99209,United States,US,1,strict,Entire home/apt,2020.0,768,$154 ,30.0,3.0
2574286,Williamsburg 2BR 2BA Hotel Condo,6252616507,UNCONFIRMED,Shana,Brooklyn,Williamsburg,40.72079,-73.95641,United States,US,0,strict,Entire home/apt,2018.0,499,$100 ,120.0,12.0
2574839,The Heart of Bushwick!,69663543620,UNCONFIRMED,Joseph,Brooklyn,Bushwick,40.70188,-73.92275,United States,US,1,moderate,Private room,2016.0,1155,$231 ,7.0,61.0
2575391,CENTRAL PARK/ TIMES SQUARE,8528683073,VERIFIED,Rodrigo,Manhattan,Hell's Kitchen,40.76476,-73.99011,United States,US,1,flexible,Entire home/apt,2019.0,380,$76 ,2.0,55.0
2575943,Sunny Studio Loft @ Habitat 101,81218607031,VERIFIED,Vida,Brooklyn,Greenpoint,40.7257,-73.94181,United States,US,0,moderate,Entire home/apt,2022.0,849,$170 ,30.0,8.0
2576496,PRIME apartment in East Village!,5077002486,VERIFIED,Chara,Manhattan,East Village,40.73082,-73.98693,United States,US,0,flexible,Entire home/apt,2022.0,776,$155 ,2.0,44.0
2577048,"Cute, quirky Park Slope Jr 1 bdroom",247361429,VERIFIED,Randy,Brooklyn,Park Slope,40.67477,-73.97404,United States,US,0,strict,Entire home/apt,2014.0,342,$68 ,4.0,41.0
2577600,Charming Room in Astoria!!,36101525532,UNCONFIRMED,Marinez,Queens,Astoria,40.76752,-73.9273,United States,US,0,moderate,Private room,2014.0,158,$32 ,3.0,12.0
2578705,Modern Clean 1 Bedroom apt  in Clinton Hill,58220404741,UNCONFIRMED,Sara,Brooklyn,Clinton Hill,40.68572,-73.9641,United States,US,1,flexible,Entire home/apt,2009.0,1118,$224 ,7.0,26.0
2579257,Great Artistic Studio in Historic Building,77389199994,VERIFIED,Pavel,Manhattan,Harlem,40.81606,-73.94363,United States,US,0,strict,Shared room,2003.0,915,$183 ,3.0,38.0
2579809,Rooftop Oasis in Brooklyn for Shoots & Gigs,23037326331,VERIFIED,Stephanie,Brooklyn,Bedford-Stuyvesant,40.69017,-73.95757,United States,US,0,moderate,Entire home/apt,2022.0,659,$132 ,1.0,48.0
2580362,Only 10 mins to CENTRAL PARK! :),36905633952,UNCONFIRMED,Chikie,Manhattan,Harlem,40.82184,-73.95031,United States,US,1,moderate,Private room,2014.0,1004,$201 ,5.0,152.0
2580914,Charming studio in Williamsburg,94198892574,VERIFIED,Karlee,Brooklyn,Williamsburg,40.70863,-73.95543,United States,US,0,moderate,Entire home/apt,2014.0,295,$59 ,3.0,1.0
2581466,Large furnished 2 bedrooms- - 30 days Minimum,38694490376,UNCONFIRMED,Sally,Manhattan,East Village,40.73051,-73.9814,United States,US,1,flexible,Entire home/apt,2011.0,654,$131 ,30.0,0.0
2582019,An artist place in Bedstuy,79555962277,VERIFIED,Bahiyyah,Brooklyn,Bedford-Stuyvesant,40.69385,-73.95223,United States,US,1,flexible,Private room,2014.0,710,$142 ,1.0,4.0
2582571,Enormous Chrysler-View Bedroom/Bath,61721932048,VERIFIED,Dn,Manhattan,Midtown,40.7513,-73.97239,United States,US,1,strict,Private room,2005.0,646,$129 ,3.0,1.0
2583123,"Bushwick Biodome Loft, Fun & Unique, Great View!",25341998141,VERIFIED,Nathan,Brooklyn,Williamsburg,40.70537,-73.92975,United States,US,1,moderate,Private room,2006.0,706,$141 ,4.0,142.0
2583676,A Tree Grows in Brooklyn,33632800505,VERIFIED,Marlyn,Brooklyn,Canarsie,40.64308,-73.9077,United States,US,1,flexible,Entire home/apt,2013.0,984,$197 ,3.0,158.0
2584228,Stylish Room on Express Line to Midtown,84003699402,UNCONFIRMED,Shane,Manhattan,Washington Heights,40.83942,-73.93855,United States,US,1,strict,Private room,2021.0,1142,$228 ,5.0,112.0
2584780,Private Room in Designer's NYC Apt,73996400251,VERIFIED,Andrew,Manhattan,SoHo,40.72391,-73.99879,United States,US,0,strict,Private room,2017.0,1156,$231 ,2.0,141.0
2585332,1 bedroom apartment in NYC,49935370241,UNCONFIRMED,Matthew,Manhattan,Lower East Side,40.71915,-73.99309,United States,US,1,strict,Entire home/apt,2009.0,827,$165 ,3.0,19.0
2585885,Bohemian W'Burg Duplex,32245002325,UNCONFIRMED,Malcolm,Brooklyn,Williamsburg,40.7086,-73.94715,United States,US,1,flexible,Entire home/apt,2016.0,376,$75 ,2.0,1.0
2586437,NYC Harlem cozy private room,50390838851,VERIFIED,Tia,Manhattan,Harlem,40.81307,-73.93854,United States,US,0,moderate,Private room,2019.0,375,$75 ,1.0,73.0
2586989,Smart Family 1BD Retreat in Bedstuy,5105108245,UNCONFIRMED,Zaire,Brooklyn,Bedford-Stuyvesant,40.6848,-73.92505,United States,US,0,flexible,Entire home/apt,2014.0,733,$147 ,4.0,72.0
2587542,Cosy studio in great location at  UES,39307123234,UNCONFIRMED,Agnes,Manhattan,Upper East Side,40.78013,-73.95082,United States,US,0,strict,Entire home/apt,2012.0,781,$156 ,4.0,13.0
2588094,Cute studio apt in West Village,35706955519,UNCONFIRMED,Adam,Manhattan,West Village,40.7338,-74.00328,United States,US,1,strict,Entire home/apt,2021.0,1006,$201 ,7.0,40.0
2588646,One bedroom apartment - UES,84949111452,UNCONFIRMED,Natalie,Manhattan,Upper East Side,40.76866,-73.9536,United States,US,1,strict,Entire home/apt,2014.0,275,$55 ,6.0,36.0
2589199,Large Spacious Apt For Sublet,92019603962,VERIFIED,ELouise,Brooklyn,East Flatbush,40.63205,-73.94587,United States,US,1,moderate,Entire home/apt,2010.0,902,$180 ,1.0,5.0
2589751,"Quaint, beautiful studio Brooklyn",98601141034,UNCONFIRMED,Rachel,Brooklyn,Carroll Gardens,40.68468,-73.99145,United States,US,1,moderate,Entire home/apt,2013.0,370,$74 ,3.0,94.0
2590303,Lovely Brownstone-- Close to Subway,38602325308,VERIFIED,Nehprii,Brooklyn,Bedford-Stuyvesant,40.68019,-73.93042,United States,US,0,flexible,Entire home/apt,2021.0,308,$62 ,2.0,127.0
2590855,Park Slope 1BR with Private Outdoor Space,39951240051,UNCONFIRMED,Sean,Brooklyn,Park Slope,40.67179,-73.97248,United States,US,1,strict,Entire home/apt,2021.0,638,$128 ,2.0,45.0
2591408,Truly A Sweet Home away from Home.,82686504793,VERIFIED,Ravanna,Brooklyn,Bedford-Stuyvesant,40.68656,-73.95348,United States,US,0,flexible,Entire home/apt,2006.0,1134,$227 ,3.0,220.0
2591960,"Private Entrance/Bath, 2 story Apt.",26375489189,VERIFIED,Ruth,Manhattan,Upper East Side,40.77118,-73.9527,United States,US,1,strict,Private room,2011.0,922,$184 ,2.0,121.0
2592512,Cozy 1.5BD in Parkslope Brooklyn,37645417561,VERIFIED,Lisa,Brooklyn,South Slope,40.66623,-73.98217,United States,US,0,flexible,Entire home/apt,2003.0,1093,$219 ,3.0,185.0
2593065,Beautiful Home Away From Home!,58982287088,VERIFIED,Ravanna,Brooklyn,Bedford-Stuyvesant,40.68471,-73.95325,United States,US,1,flexible,Entire home/apt,2004.0,351,$70 ,3.0,229.0
2593617,1 BR apt in heart of the Village,43370492235,VERIFIED,Caspar,Manhattan,Greenwich Village,40.72831,-73.9987,United States,US,1,flexible,Entire home/apt,2006.0,726,$145 ,6.0,29.0
2594169,"Bright, Cheerful Brooklyn Apartment",57909544161,VERIFIED,Kali,Brooklyn,Williamsburg,40.70773,-73.94144,United States,US,0,strict,Entire home/apt,2020.0,1128,$226 ,20.0,1.0
2594722,GRACIOUS HARLEM 1 BEDROOM,88889013718,UNCONFIRMED,Olubode Shawn,Manhattan,Morningside Heights,40.8117,-73.9555,United States,US,1,moderate,Entire home/apt,2013.0,904,$181 ,2.0,21.0
2595274,Spacious room in Bushwick L & JMZ !,90843941196,VERIFIED,Rebecca,Brooklyn,Bushwick,40.70045,-73.93832,United States,US,0,moderate,Private room,2017.0,888,$178 ,5.0,1.0
